question_id,question,answer_0,answer_1,answer_2,correct_answer
33740,Француз скажет: «Это поделка из жеваной бумаги». А как мы назовем этот материал?,Макраме,Папье-маше,Пресс-картон,1
33742,Какое прозвище было у Кота Леопольда???,Слепой ус,Сильный укус,Подлый трус,2
33744,Сколько лет президенту России В.В.Путину?,60,65,55,1
33747,При ком был присоединён первый раз Крым к России?,При Екатерине Второй,Александр Первый,Петр Первый,0
33749,Какая из этих кислот является витамином?,Янтарная,Никотиновая,Яблочная,1
33751,Кому посвящена скульптура Медный всадник?,Николаю l,Пётру l,Александру Невскому,1
33752,В каком посёлке расположен знаменитый Всероссийский Детский Центр  \n«Орлёнок» на чёрном море?,Новомихайловкий,Морской,Ягодный,1
33754,Что такое белый улун?,Хищник обитающий в Азии,Дерево,Чай,2
33755,Что меньше: 40 центнеров или 4 тонны?,4 тонны,40 центнеров,Одинаково,2
33757,Кто сыграл Джеймса Бонда в первом одноимённом фильме?,Шон Коннери,Дэниел Крейг,Арнольд Шварцнеггер,0
33758,Как называется отрезок проведенный из точки к прямой?,Перпендикуляр,Биссектриса,Медиана,0
33762,Инстинктивное поведение главным образом преобладает у:,Насекомых,Млекопитающих,Рыб,0
33763,Когда умер И.В.Сталин,3 августа 1945,25 апреля 1963,5 марта 1953,2
33764,Развитием какого сельскохозяйственного продукта активно занимался Никита Сергеевичь Хрущев ?,Пшеница,Картофель,Кукуруза,2
33765,"Дань, которую все платят",Смерть,Устуги ЖКХ,Деньги,0
33766,Как называется нижний этаж зрительного зала в театре с местами для публики напротив сцены ?,Бельэтаж,Амфитеатр,Партер,2
33767,"Сколько было лет Аврааму, когда родился Исаак?",100,81,76,0
33768,Сколько морей омывают Россию?,15,13,18,1
33770,Сколько биткоинов будет выпущено в сумме за все время?,21 млрд,21 млн,21 тыс,1
33771,В каком году крестили Русь?,988,1147,789,0
33773,Сколько всего было царей в России?,3,17,10,1
33776,В каком году было крещение Руси?,1088,988,890,1
33777,Какой рыбы НЕ существует?,Рыба- Клюв,Рыба-Топорик,Рыба-Футбол,0
33778,Сколько видов микроорганизмов живет на или в человеческом теле?,Около 150,Около 300,Около 200,2
33781,Какая по счёту планета Земля от Солнца?,3,5,4,0
33783,Кто такая хламидоманада?,Один из видов амебы,Насекомое,Одноклеточная водоросль,2
33784,Где родился Винсент ван Гог?,Грот-Зюндерт,Тилбург,Овер-сюр-Уаз,0
33785,"Как звали гиппогрифа, известного по третьей части серии книг и фильмов о Гарри Поттере?",Хвостокрыл,Клювокрыл,Когтехвост,1
33789,Сколько камер имеет человеческое сердце?,3,5,4,2
33790,Какой цвет символизирует смертный грех - зависть,Черный,Синий,Зеленый,2
33791,Как зовут огненного феникса в китайской мифологии?,Судзаку,Бякку,Генбу,0
33792,Как называется химическое соединение  C6H5 NH2?,Толуол,Аланин,Анилин,2
33793,Сколько секунд в минуте?,59,45,60,2
33794,"Пуля какого декабриста, стала смертельной для губернатора Санкт-Петербурга Милорадовича в 1825 году во время знаменитого восстания?",Пестеля,"Оболенского ( Каховский выстрелил первым в спину, однако смертельным выстрелом стал штыковой выстрел Оболенского.",Каховского,1
33795,На какой реке стоит столица Франции?,Рейн,Сена,Темза,1
33796,Как называется прибор для слива воды с мокорон,Дуршлак,Друшлаг,Сеточка,0
33798,Сколько граней в прямоугольном параллелепипеде?,12,6,8,1
33800,Какое количество хромосом у клевера?,0,22,14,2
33801,"Как называется инструмент, используемый в медицине для интубирования больного?",Зажим Кохера,Фонендоскоп,Ларингоскоп,2
33802,Продолжи пословицу :трусливому зайке-,В лес не ходить,Кругом волк мерещится,И пенёк-волк,2
33804,В каком году был заключен мирный договор между Россией и Османской империей?,В 1774,В 1772,В 1768,0
33805,Какая головоломка не является вариантом кубика Рубика?,Танграм,Пирамидка Мефферта,Мегаминкс,0
33806,В какой стране состоялся первый футбольный чемпионат ?,Бразилия,Германия,Англия,2
33808,Каким символом обозначается элемент золото в таблице Менделеева?,Au,As,Ag,0
33809,Сколько глаз у обыкновенной мухи?,Два,Пять,Семь,1
33810,Сколько братьев было у главной героини сказки Г.Х. Андерсена «Дикие лебеди» ?,9,11,7,1
33811,Сколько держав прекратило своё существование после окончания Первой Мировой войны?,5,4,3,1
33812,В какой стране изобрели шахматы,Мясопотамия,Индия,Китай,0
33813,Как звали всемирного диджея Avicii?,Джонатан,Том,Тим,2
33817,Кто из братьев Карамазовых в известном романе Ф.М. Достоевского был влюблён в девушку по имени Грушенька?,Дмитрий,Иван,Алексей,0
33819,Сколько лет В.В Путину,65,61,66,0
33823,Сколько глаз у обыкновенной мухи?,Два,Пять,Четыре,1
33826,Что идёт после мезосферы?,Экзосфера,Термосфера,Тропосфера,1
33829,Какой первый камень бесконечности будет у таноса в фильме Мстители война бесконечности,Камень времени,Камень космоса,Камень силы,2
33831,Кто НЕ имеет звания генералиссимус?,Владимир Ильич Ленин,Иосиф Виссарионович Сталин,Александр Васильевич Суворов,0
33832,"Туристы, приезжающие на Майорку, обязаны платить налог...",На плавки,На пальмы,На солнце,2
33835,Как звали единственного безрукого футболиста в истории чемпионатов мира по футболу?,Гаиска Мендьета,Манише,Эктор Кастро,2
33836,В каком году Петр l завёз в Россию табак?,1697,1597,1690,0
33838,Сколько московских стадионов примут матчи ЧМ 2018?,3,2,1,1
33839,На каком языке программирования пишут полноценные программы,Pascal,Английский,Java,2
33840,Кто не является птицей?,летучая мышь,филин,пингвин,0
33841,Когда началась 2 мировая война,1941,1943,1945,0
33844,Что из этого тяжелее ?,1 кг. Ваты,1 кг. Гвоздей,Они равны по весу,1
33845,У кого из самцов этих животных нет полового органа (пениса),Лягушка,Австралийская овчарка,Як,0
33847,Какой композитор продолжал писать музыку будучи глухим,Вивальди,Бетховен,Бах,1
33848,Сценический псевдоним какого репера созвучен с именем научного деятеля 19-20 века?,Denzel Curry,Kanye West,ASAP Rocky,0
33849,Кто первоначальный создатель ВК,Алексей Навальный,Павел Дуров,Александр Соколовский,1
33850,Как называется стая птиц ?,Косяк,Клин,Уголок,0
33851,Кто из правителей стучал ботинком по столу на заседании Всемирной организации ООН?,Хрущёв,Берия,Мельников,0
33852,Как называют уважение к людям?,Пиетет,Квалитет,Незыблемость,0
33853,"Какая песня Макса Коржа вышла , перед тем как он ушел в армию",Пьяный дождь,Малый повзрослел,Небо поможет нам,2
33855,Где проходил ЧМ по футболу в 2006 году,Германия,Франция,Италия,0
33860,Какая из данных программ предназначена для создания музыки?,Sony Vegas Pro,Photoshop,Ableton Live,2
33861,"Первая сборная, которая выиграла чемпионат мира по футболу.",Аргентина,Уругвай,Бразилия,1
33862,Какого не цвета в радуге,Фиолетовый,Голубой,Синий,1
33863,"Как называется зажим для гитары, который используют для изменения тона звучания струн?",Медиатор,Тюнер,Каподастр,2
33864,Под каким псевдонимом печатался писатель Алексей Пешков?,Иосиф Бродский,Иван Бунин,Максим Горький,2
33865,Сколько зубов у улитки?,25 000,1 000 000,15 500,0
33866,Какую из этих песен исполняет Pink?,Halo,I never forget you,Whatever you want,2
33867,"Кто из земноводных имеет как у млекопитающего четырех камерное сердце, но при этом остаётся холоднокровным?",Крокодил,Гадюка,Черепаха,0
33869,"Вид речевого акта, в котором говорящий возлагает на себя какое-либо обязательство",Обязанность,Декларатив,Комиссив,2
33871,Какое из этих слов является синонимом термину «ороген»?,Гора,Океан,Ветер,0
33872,Сколько было царей в Российской империи?,17,12,14,2
33873,Как называется первый русский курорт ?,Ессентуки,Кисловодск,Марциальные воды,2
33874,"Какие цвета надо смешать, чтобы получить жёлтый цвет?",Зелёный и синий,Красный и синий,Красный и зеленый,2
33876,Где жил и родился Павел Петрович Бажов?,В Полевском,В Архангельске,В Санкт-Петербурге,0
33878,Сколько часов в сутках?,"23 часа, 56 минут, 4 секунды",24 часа,"23 часа, 59 минут, 4 секунды",0
33881,"Как называется река мёртвых, через которую переправляет души умерших Харон?",Стикс,Голгофа,Аидия,0
33882,"Что во время наояжания ёлки,одевают на ее верхушку?",Мешок,Подушку,Звезду,2
33883,Каково расстояние между железнодорожными рельсами ?,1520 мм,1349 мм,1410 мм,0
33884,"У нас кнут и пряник, а у Англичан?",Кувалда и огурец,Шпага и чай,Палка и морковка,2
33887,Как называется прибор для измерения длины кривых линий на картах и планах?,Осциллограф,Курвиметр,Пирометр,1
33888,Из скольки островов состоят гавайские остров?,8,15,24,2
33890,Кто из философов создал учение о сверхчеловеке?,Платон,Ф. Ницше,И. Кант,1
33891,"Как звали второго актёра, сыгравшего роль Джеймса Бонда? (всего их было 6)",Джордж Лэзенби,Тимоти Далтон,Шон Коннери,0
33894,"Особое направление в философии XX века, акцентирующее своё внимание на уникальности бытия человека",Экзистенция,Эстетика,Эклектика,0
33896,"Какая настоящая фамилия у Веры Брежневой ,после того как она вышла 1 раз за муж",Галушка,Меладзе,Киперман,2
33897,Какая певица популярна в России,Юлианна Караулова,Анна Седакова,Ольга Бузова,2
33898,Из скольких частей состоит классическая симфония?,4,2,6,0
33899,Какой пролив отделяет Россию от Северной Америки,Керченский пролив,Татарский пролив,Берингов пролив,2
33900,Сколько основных религий существует в мире?,9,4,15,0
33901,Сколько пар рёбер у человека?,13,24,12,2
33903,"Как называют органы ,утратившие свое основное значение  в процессе эволюции организма?",Редуценты,Рудименты,Атавизмы,1
33904,в каком году вышел айфон 5s,2016 год,2013 год,2011 год,1
33905,В честь какого мореплавателя были названы командорские острова,Витус Беринг,Фрэнсис Дрейк,Васко да Гама,0
33909,"Как звали князя,который крестить Русь?",Ярослав,Владимир,Олег,1
33910,Что человек не сможет съесть?,Порошок,Какашки,Грязь,0
33911,"Кто дал Персею Зеркальный щит, который помог одолеть горгону Медузу?",Афина,Аид,Гефест,0
33912,Сколько сигментов в спинном мозге человека?,32,33,38,0
33913,Как звали главного обвинителя по делу «Народ против Симпсона,Роберт Кардашьян,Рональд Голдман,Марсия Кларк,2
33916,Какого сорта меда НЕ существует?,Гамбитовый мед,Вересковый мед,Донниковый мед,0
33917,Кто из богатырей новгородских былин играл на гуслях и бывал у морского царя?,Садко,Микула Селянинович,Святогор,0
33918,Центр автомобилестроения в США,Чикаго,Детройт,Портсмут,1
33919,Изучение фигур в пространстве это?,Геометрия,Стереометрия,Планиметрия,1
33920,Какая температура у жидкого азота ?,"-295,75","-195,75","-95,75",1
33922,Кто выигрывал лигу чемпионов в футболе два раза подряд,Барселона,Бавария,Реал Мадрид,2
33923,кто выиграл первую мировую войну?В  1914 г-1918г,Италия,Япония,Россия,0
33924,Наименование города Ижевска с 1984 по 1987?,Глазов,Устинов,Ульяновск,1
33926,Температура кипения C2H5OH,"100,7°C","78,4 °C","64,7°C",1
33927,В каком году прошёл первый чемпионат мира по футболу?,1997,1962,1930,2
33932,Сколько золотых мячей у Кристиан Роналду,5,4,3,0
33934,С какими деревьями боролся маленький принц на своей планете,Джаботикоба,Секвойи,Баобабы,2
33936,Какая протяженность у экватора Земли?,400075 км,1040 км,40075 км,2
33937,В каком году была написана всеобщая декларация прав человека?,1918 г.,1950 г.,1948 г.,2
33940,Начало первой мировой нойны,1940,1941,1939,2
33942,Какой город изображен на купюре номиналом 1000 рублей?,Санкт-Петербург,Хабаровск,Ярославль,2
33943,Сегодня эти московские пруды называются Чистыми. Раньше же в них сливали отходы с окрестных скотобоен и они носили совсем другое имя. Какое?,Грязные,Поганые,Мясные,1
33944,Кого считают основателем теории игр,Паретто,Карл Маркс,Джон Нэш,2
33945,Имя первой супруги Пётра I,Екатерина I,Евдокия Лопухина,Анна Иоановна,1
33953,В каком году Леонардо Ди Каприо получил Оскар в номинации лучшая мужская роль?,2014,2016,2015,1
33954,Самая большая звезда во вселенной,VY Canis Majoris,Сириус,Бетельгейзе,0
33957,Сколько образуется общих точек у пересекающихся плоскостей ?,Бесконечно много,2,1,0
33958,Что у всех людей 12 см?,Мозг,Кишка,Печень,1
33960,За открытия в какой из этих наук не даёт Ся Нобелевская премия?,В физике,В математике,В философии,1
33962,Скольким количеством хромосом представлен кариотип при синдроме Дауна?,47 хромосомами,44 хромосомами,46 хромосомами,0
33963,Откуда в Россию перешел Колорадский Жук?,Испания,Швеция,Америка,2
33966,Вопрос для разминки)\nКакой формат могут иметь видео файлы?,mp4,mp5,mp3,0
33967,Какая средняя глубина южного океана?,3207 метров,3290 метров,3206 метров,0
33968,В какой стране родился Арнольд Шварцнеггер?,Австрия,Венгрия,Германия,0
33969,Альбом какого исполнителя был выпущен через 47 лет после его смерти,Боб Марли,Френк Синатра,Джим Хендрикс,2
33970,Что не является одним из семи чудес света?,Сфинкс,Александрийский маяк,Мавзолей в Галикарнасе,0
33971,По мотивам какого произведения братьев Стругацких снят фильм «Сталкер»?,Второе нашествие марсиан,"Продень, 22 век",Пикник на обочине,2
33972,Сколько лет жил самый старый человек на земле?,231,187,256,2
33974,Сколько должен потреблять калорий в день подросток мужского пола 11-13 лет.,2700 калорий,2000 калорий,2400 калорий,0
33975,Какой рост был у Петра 1,176см,190см,204 см,2
33977,Кто такой Сергей Лазарев?,Танцор балета,Певец и актер,Актер и Танцор,1
33978,Что не поделили норвежцы и итальянцы?,Границу,Пролив,Пиццу,2
33979,Сколько продолжался полет Юрия Гагарина ?,108 минут,127 минут,185 минут,0
33981,Кто солист группы ЛСП,Артем,Гавриил,Олег,2
33983,"В средневековой Чехии населенный пункт, чтобы получить статус города, должен был самостоятельно вершить суд, иметь таможню и..... Что ещё делало город городом?",Завод,Пивоварня,Тюрьма,1
33987,Что из перечисленного не является элементом набора корпуса судна,Ватервейс,Комингс,Стрингер,0
33988,Сколько частей света на Земле?,6,8,4,0
33989,Кем был  Советский Союз во второй Мировой войне,Агрессором,Освободителем,Союзником фашистов,1
33990,Из чего состоит горб у верблюда?,Жира,Мяса,Воды,0
33991,В каком году выпустили первую версию conter-strike,2001,2000,1998,1
33994,Кто из этих людей НЕ был ведущим Клевера?,Николай Соболев,Джиган,Иван Ургант,0
33996,Кто изобрёл первую точилку для карандашей?,Никола Тесла,Альберт Эйнштейн,Бернард Лассимон,2
34000,Какая страна следующая в списке по численности населения по возрастанию после России?,Пакистан,Бангладеш,Мексика,1
34001,Какая страна/государство/союз потеряла большее кол-во человек во время Второй Мировой войны?,СССР,Германия,США,0
34003,Где был проведен первый чемпионат мира по футболу?,Бразилия,Уругвай,Германия,1
34005,С помощью чего пассажиры часто попадают в самолёт ?,Манжеты,Рукава,Воротника,1
34007,"Как звали таксу, талисмана олимпиады 1972 года в Мюнхене?",Вальди,Вигри,Кристи,0
34008,С помощью чего король Банса из Хохо управляет своим народом?,Религиозные тексты,Телефон,Ядерное оружие,1
34009,Какая самая большая планета солнечной системы?,Марс,Сатурн,Юпитер,2
34010,Сколько золотых мячей получил Криштиану Роналду под эгидой France football?,5,2,3,1
34011,В какой области Беларуси находится город Новогрудок?,Минской,Брестской,Гродненской,2
34013,Сколько шагов с мячом в руках можно делать по правилам баскетбола?,2,0,1,0
34016,Какой калибр имеет знаменитая винтовка Мосина?,"5,45","5,56","7,62",2
34018,Начём был построен питер,На болоте,На море,На лаве,0
34019,Кто капитан сборной России,Игорь Акинфеев,Игорь Смольников,Алексей Миранчук,0
34024,Выберите имя первого Президента Республики Казахстан,Серик Берик,Димухамбет Кунаев,Нурсултан Назарбаев,2
34028,Как в кикбоксинге не называется удар ногой сверху?,Экс кик,Сайд кик,Хук кик,0
34032,Сколько часовых поясов в мире?,12,20,24,2
34035,Назовите столицу Австрии,Вена,Прага,Стокгольм,0
34036,Назовите настоящие имя жены Петра 1 Екатерины?,Марта,Наталья,Марья,0
34041,Как ещё называют шафран?,Тмин,Крокус,Ноготки,1
34044,В какой игре присутствует персонаж Barley?,Brawl Stars,Clash Royale,Minecraft,0
34047,Сколько полей-квадратиков на шахматной доске?,64,62,60,0
34048,Какая страна самая большая по населению ?,Соединенные Штаты Америки,Китай,Япония,1
34050,В каком году произошла авария на Чернобыльской АЭС?,26 апреля 1986 год,14 августа 1984 год,13 мая 1968 год,0
34052,В каком году В.В.Путин впервые стал президентом РФ,2000,1998,2001,0
34053,Что называют цессией?,Перестрахование,Болезнь мочевого пузыря,Музыкальный инструмент,0
34054,Заразительная болезнь в Москву из Турции в 1771 году?,Моровая язва,Чума Пугачева,Горячка с пятнами,0
34056,Каком году был основан Улан-Удэ,1980,1666,1858,1
34058,В каком году была проведена Олимпиада в России?,1896,1900 год,1910 год,1
34059,Сколько симфоний было написано Людвигом ван Бетховеном?,7,8,9,2
34060,Какая планета не названа в честь бога ?,Солнце,Венера,Земля,2
34061,"Что человеку дается 2 раза в жизни бесплатно, а 3-ий раз нужно платить?",Зубы,Здоровье,Образование,0
34064,Сколько лет известной игре Dota 2,8,12,15,0
34067,В каком году был изобретен первый деревянный велосипед?,В 1884 году,В 1897 году,В 1890 году,0
34068,К какой части света относятся Фарерские острова?,Европа,Америка,Австралия,0
34071,Сколько зубов у человека при рождении?,32,0,1,1
34076,Умер Стивен Хокинг. Выдающимся учёным в какой области он был?,Астрофизика,Вулканология,Антропология,0
34078,Когда была проведена первая игра 'Клевер'?,14 марта,13 марта,15 марта,0
34079,Micobacterium bovis - это возбудитель:,Гриппа,Жемчужной болезни,Менингита,1
34082,Кто такая Айседора дункан?,Жена Высоцкого,Жена Есенина,Жена пушкина,1
34083,В каком году была основана Москва?,1480,1703,1147,2
34084,Сколько когтей у кошек?,20,15,18,2
34085,Какую пошлину ввели в XII  веке в Англии для того чтобы заставить мужчин пойти на войну?,А. Налог на тунеядство,В. Налог на отсутствие сапог,С. Налог на без мужество,0
34086,Какая из планет Солнечной системы вращается вокруг своей оси по ходу часовой стрелки при наблюдении с северного полюса эклиптики?,Венера,Меркурий,Земля,0
34087,В футболе его называют волшебником,Роналду,Роналдиньо,Месси,1
34088,Сколько глаз у пчелы?,4,6,5,2
34091,Чьей колонией была Республика Конго до 1960 года?,Британской,Испанской,Французской,2
34096,В каком году впервые к России был присоединён Крым?,2014,882,1783,2
34099,Как называется сочетание слов с противоположным значением?,Тавталогия,Оксюморон,Инверсия,1
34101,Как в данное время называется бывший Кёнигсберг?,Калининград,Краснодар,Красноярск,0
34103,Как в футболе называют 5 голов забитые одним футболистом во время матча?,Пента-трик,Хет-трик,Покер,0
34104,В какой области не вручается Нобелевская премия?,Литература,Химия,Математика,2
34105,Первый президент России,Михаил Сергеевич Горбачев.,Владимир Владимирович Путин,Борис Николаевич Ельцин.,2
34106,Какое растение не голубого цвета?,Лютик,Незабудка,Василёк,0
34107,Сколько раз бразилец Пеле выигрывал «Чемпионат мира» по футболу?,4,2,3,2
34109,Какое из данных деревьев ядовитое?,Манцинелла,Воллемия,Баньян,0
34110,У кокого животного больше всего зубов?,Улитка,Летучая мышь,Слон,0
34112,"Сколько лет было Леонардо Ди Каприо, когда он получил свой первый “Оскар”?",41,38,27,0
34114,Сколько Золотых мячей у Криштиану Роналду?,2,8,5,2
34115,Последнее шоу где снялся Егор Крид,Холостяк,Дом 2,Песни,0
34117,Сколько дней длилась блокада Ленинграда? (1941-1944 гг),730,900,871,2
34118,Сколько лет Мартыненке Александры,11,14,19,1
34121,Какой российский футбольный клуб участвовал в полуфиналах трех европейских кубковых турнирах?,Зенит,Спартак,ЦСКА,1
34122,Каким НЕ бывает финиш у помады?,Атласный,Сатиновый,Бархатный,2
34126,Крупнейшее по площади озеро в Европе,Ладожское,Онежское,Чудское,0
34127,"Российский мультфильм, удостоенный «Оскара», — это…",Старик и море,Простоквашино,Винни-пух,0
34129,Какова протяженность трамвайных путей в Санкт-Петербурге?,340км,1120км,650км,2
34132,"Император Александр III любил повторять, что у России есть только два союзника –",Ее народ и царь,Ее дороги и дураки,Ее армия и флот,2
34133,Как звали отца Наруто Узумаки?,Минато,Джирайя,Боруто,0
34134,Какая самая известная и легендарная модель nokia?,5510,3310,6670,1
34135,В каком году аниме стало отдельным направлением мультипликации?,1958,1998,1972,0
34137,"Кто написал роман ,,Зима тревоги нашей’’?",Марк Твен,Джек Лондон,Джон Стейнбек,2
34138,Как называется мёд из арбуза?,Нардек,Урбеч,Сбитень,0
34139,Сколько форм эволюций у покемона пикачу?,1,3,2,1
34140,В каком году началась Вторая мировая война?,1939,1940,1941,0
34142,Кто придумал носить широкополые шляпы?,Людовик XIV,Фридрих IV,Вячеслав Зайцев,0
34143,В какой жидкости железо не тонет?,в масле,в воде,В ртути,2
34144,Самый громкий водопад в мире,Игуасу,Ниагара,Анхель,1
34145,Что из нижеперечисленного НЕ является системой шифрования данных?,NPC,End-to-End,EFS,0
34146,На берегу какой реки возник город Рим?,Евфрат,Тигр,Тибр,2
34147,"Что Авраам Линкольн в годы работы адвокатом использовал в качестве стола,а также хранения чековой книжки,писем и записок?",Дипломат,Комод,Цилиндр,2
34148,Где спят гориллы в дикой природе,На земле,На ветвях,В норе,1
34150,Сколько месяцев в году?,10,9,12,2
34151,Какой из этих металлов не является щелочно-земельным?,Алюминий,Калий,Рубидий,0
34152,"По чему ходят часто, а ездиют редко?",По мосту,По лестнице,По дороге,1
34153,Какой год связывает изобретение книгопечатания И. Гуттенбергом и войну Алой и Белой розы в Англии?,1453,1455,1492,1
34154,Начало Велмкой Отечественной войны,18 июня 1927,22 июня 1941,21 июня 1940,1
34155,Какой самый большой орган человеческого тела?,Печень,Кожа,Спинной мозг,1
34156,Играешь на WuildWix ?,Это гавно,Да,Нет,1
34157,В каком году 9 мая стал выходным днём?,1945,1957,1965,2
34158,Из-за чего ежесуточно Земля прибавляет в весе 400 тонн?,Мусора от человеческой жизнидеятельности.,Космической пыли,Выпавших осадков,1
34159,Какого отдела нет в человеческом мозге?,Извитой,Средний,Конечный,0
34160,"Когда в России ,Петр первый привез картофель?",В начале 16 века,В начале 15 века,В начале 19 века,0
34163,Итальянцы называют это государство Монтенегро. Как его называем мы?,Хорватия,Югославия,Черногория,2
34165,Я какой воде смывается кровь?,Холодной,Кипяток,Не смывается,0
34166,Кто из нижепредставленных являлся первой женщиной-космонавтом?,Светлана Савицкая,Елена Кондакова,Валентина Терешкова,2
34169,С латинского языка название этого инструмента переводится как «дуновение».,Труба,Кларнет,Флейта,2
34170,В каком году была основана компания McDonald's?,1954,1948,1940,2
34171,В каком году была выпущена легендарная игра Герои меча и магии 3,2010,2004год,1996,1
34172,Какому писателю принадлежит следующее высказывание: «Меня у меня не отнимет никто»?,В.В.Набокову,С.Д.Довлатову,И.С.Тургеневу,0
34173,Сколько ног у улитки?,одна,две,нету ног,0
34175,Какой год основания ПФК ЦСКА,1922,1921,1911,2
34177,Какой очень важный научный прибор ученые эпохи Возрождения и средних веков делали из небольшого количества воды и меда?,Лупу,Отражатель,Барометр,0
34178,"Кто забил все мячи в футбольном матче испанского четвертого дивизиона между командами «Рионе» и «Ла Катина», который завершился в ничью 1-1.",Болельщик,Вратарь,Судья,2
34180,В каком блюде используется три геометрических фигуры,Торт,Пицца,Хлеб,1
34182,Какое прозвище носил доктор Джордж О’Мейли в сериале «Анатомия страсти»?,007,Жеребец,Красавчик,0
34184,Сколько президентов было в РФ,2,3,4,1
34188,Ближайшая к нам звезда не считая солнца,Проксима Центавра,Гурина Яра,Аксино Ванно,0
34190,Какими по счету стали Зимние Олимпийские игры в Сочи,21,22,23,1
34197,В каком году Нил Армстронг полетел на Луну?,1969,1963,1966,0
34198,Какая гора является самой высокой в мире?,Килиманджаро,Эверест,Эльбрус,1
34204,Из какого числа числа геометрических фигур состоит поверхность футбольного мяча?,12 пятиугольников и 20 шестиугольников,10 пятиугольников и 20 шестиугольников,32 пятиугольника и 23 шестиугольника,0
34205,Вонтоны это разновидность пельменей какой страны,Китай,Вьетнам,Япония,0
34206,Кто отменил крепостное право?,Николай 4,Александр 3,Александр 2,2
34208,"Сколько цветовых оттенков можно закодировать палитре RGB ( Красный, зелёный , синий)?",16 777 216,768,256,0
34210,Как назывался самый первый цветной фильм ?,Жертвы моря,Бекки Шарп,Соловей-Соловушко,1
34211,Что из перечисленного НЕ является исполнительным документом?,Судебный приказ,Инкассовое распоряжение,"Удостоверение, выдаваемое комиссиями по трудовым спорам",1
34212,"Мальчик заплатил за бутылку с пробкой 11 рублей. Бутылка стоит на 10 рублей больше, чем пробка. Сколько стоит пробка?",1 рубль,0 рублей,50 копеек,2
34214,Сколько есть признаков равенства прямоугольных треугольников,5,3,2,0
34215,Сколько было выпущено серийных бомбардировщиков ТУ-22,275,405,311,2
34216,"Какая африканская страна стала независимой от Франции в 1962 году, после 7 лет войны?",Мали,Камерун,Алжир,2
34217,Сколько идёт один тайм в футболе?,55 минут,45 минут,40 минут,1
34221,Сколько всего знаков зодиака?,7,13,12,2
34223,Кто создал Вселенский портал в Gravity Falls?,Старик Макгакет,Стенфорд Пайнс,Мэйсон Пайнс,1
34225,Чему равна сумма углов треугольника,3,4,6,0
34227,Какая из социальных сетей самая популярная в мире?,Instagram,Twitter,Facebook,2
34228,Кто из перечисленных ученых впервые в нашей стране получил Антибиотик?,Дмитрий  Ивановский,Илья Менчиков,Зинаида Ермольева,2
34229,2+2*2=? (как вариант на первый вопрос),6,4,8,0
34230,Что испанцы съедают в новогоднюю полночь с каждым ударом часов?,Кусочек сыра,Тапас,Виноградинку,2
34231,В какой стране придумали игру хоккей?,Россия,Канада,США,1
34234,Сколько планет в солнечной системе ?,11,12,8,2
34236,Какой роман принадлежит Эриху Марие Ремарку?,Черная весна,По ком звонит колокол,Триумфальная арка,2
34237,Какая вода замерзнет быстрее?,Горячая,Соленая,Холодная,0
34239,В чем измеряется сила тока,Вольтах,Амперах,Ваттах,1
34240,Как звали главного героя в мультфильме про существо с луны,Борис,Лунтик,Кавказец,1
34241,Кто является королём зверей?,Лев,Обезьяна,Тигр,0
34243,Какое прозвище у Фёдора Емельяненко ?,Последний Император,Богатырь,Князь,0
34245,Из чего делается вата ?,Хлопок,Шерсть,Лен,0
34248,"Какой Российский город, является родиной Снегурочки?",Кострома,Великий Новгород,Санкт Петербург,0
34249,Сколько лет Джейсону Стетхему?,50,42,54,0
34250,Как звали главного героя книги Н.В.Гоголя «Мёртвые души»?,Павел Чичиков,Николай Черевичкин,Иван Чичевицин,0
34251,Что славяне носили в древности?,Лапти,Сапоги,Каблуки,0
34254,Сколько попугаев было в мультфильме?,28,38,48,1
34256,Какой город является первым наукоградом России?,Бийск,Дубна,Обнинск,2
34257,В каком году начались продажи первой модели смартфона от компании Apple (iPhone)?,2006,2008,2007,2
34258,Кто автор песни Levels,Martin Garix,Avicii,Diplo,1
34259,"Фидель Кастро был включен в Книгу рекордов Гиннеса как человек, переживший максимальное количество покушений. Сколько же их было?",376,638,57,1
34260,Когда родился самый великий футболист Лионель Месси,30 мая,2 февраля,30 июня,2
34262,Как правильно назывался орден госпитальеров?,Орден красного креста,Орден Святого Иоанна,Орден матери Терезы,1
